mode,case,sample,loops,microseconds
C,arithmetic,22,8,67173
C_native,arithmetic,22,8,64435
A_all,arithmetic,22,8,59386
A_guard,arithmetic,22,8,60181
B_naive,nested,22,15,57504
B_guard,nested,22,15,54409
C,nested,22,15,76175
C_native,nested,22,15,75397
A_all,nested,22,15,62841
A_guard,nested,22,15,65358
B_naive,class_map,22,1,81739
B_guard,class_map,22,1,74986
C,class_map,22,1,90141
C_native,class_map,22,1,100220
A_all,class_map,22,1,80701
A_guard,class_map,22,1,83160
B_naive,block_map,22,1,429217
B_guard,block_map,22,1,304398
C,block_map,22,1,321972
C_native,block_map,22,1,301743
A_all,block_map,22,1,303397
A_guard,block_map,22,1,301521
B_naive,browser,22,1,180611
B_guard,browser,22,1,171628
C,browser,22,1,154431
C_native,browser,22,1,153035
A_all,browser,22,1,144673
A_guard,browser,22,1,162499
B_guard,constant,23,40,17673
C,constant,23,40,61594
C_native,constant,23,40,61982
A_all,constant,23,40,49118
A_guard,constant,23,40,50573
B_naive,constant,23,40,17030
B_guard,getter,23,8,47873
C,getter,23,8,53774
C_native,getter,23,8,52507
A_all,getter,23,8,49548
A_guard,getter,23,8,50865
B_naive,getter,23,8,47482
B_guard,arithmetic,23,8,54950
C,arithmetic,23,8,80414
C_native,arithmetic,23,8,73425
A_all,arithmetic,23,8,70936
A_guard,arithmetic,23,8,73134
B_naive,arithmetic,23,8,54573
B_guard,nested,23,15,53862
C,nested,23,15,73336
C_native,nested,23,15,73884
A_all,nested,23,15,55378
A_guard,nested,23,15,62627
B_naive,nested,23,15,54473
B_guard,class_map,23,1,79862
C,class_map,23,1,99576
C_native,class_map,23,1,94769
A_all,class_map,23,1,78835
A_guard,class_map,23,1,80634
B_naive,class_map,23,1,80022
B_guard,block_map,23,1,295738
C,block_map,23,1,294112
C_native,block_map,23,1,285841
A_all,block_map,23,1,284253
A_guard,block_map,23,1,309661
B_naive,block_map,23,1,416229
B_guard,browser,23,1,186258
C,browser,23,1,206856
C_native,browser,23,1,197770
A_all,browser,23,1,143547
A_guard,browser,23,1,154671
B_naive,browser,23,1,173585
